instant_hourly,date,season,year,mnth_hourly,hour,holiday_hourly,weekday_hourly,workingday_hourly,weather_condition,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,total_count,instant_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,time_category
4218,2011-06-29,Fall,2011,6,15,0,3,Working Day,Clear/Partly Cloudy,0.82,0.7121,0.3,0.1642,43,146,189,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Afternoon
4219,2011-06-29,Fall,2011,6,16,0,3,Working Day,Clear/Partly Cloudy,0.82,0.7121,0.3,0.4179,60,268,328,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Afternoon
4220,2011-06-29,Fall,2011,6,17,0,3,Working Day,Clear/Partly Cloudy,0.82,0.7121,0.26,0.4179,78,492,570,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Evening
4221,2011-06-29,Fall,2011,6,18,0,3,Working Day,Clear/Partly Cloudy,0.8,0.697,0.29,0.2985,78,510,588,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Evening
4222,2011-06-29,Fall,2011,6,19,0,3,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.35,0.3881,60,341,401,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Evening
4223,2011-06-29,Fall,2011,6,20,0,3,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.37,0.2985,69,264,333,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Evening
4224,2011-06-29,Fall,2011,6,21,0,3,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.39,0.2239,26,195,221,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Night
4225,2011-06-29,Fall,2011,6,22,0,3,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.194,32,151,183,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Night
4226,2011-06-29,Fall,2011,6,23,0,3,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.47,0.194,32,97,129,180,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Night
4227,2011-06-30,Fall,2011,6,0,0,4,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.5,0.1642,15,39,54,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4228,2011-06-30,Fall,2011,6,1,0,4,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.53,0.1343,13,19,32,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4229,2011-06-30,Fall,2011,6,2,0,4,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.57,0.1343,2,6,8,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4230,2011-06-30,Fall,2011,6,3,0,4,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.6,0.1642,2,7,9,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4231,2011-06-30,Fall,2011,6,4,0,4,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.64,0.1343,2,4,6,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4232,2011-06-30,Fall,2011,6,5,0,4,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.64,0.2537,1,24,25,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4233,2011-06-30,Fall,2011,6,6,0,4,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.64,0.2537,4,119,123,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4234,2011-06-30,Fall,2011,6,7,0,4,Working Day,Clear/Partly Cloudy,0.62,0.6061,0.61,0.2239,29,291,320,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4235,2011-06-30,Fall,2011,6,8,0,4,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.47,0.2239,44,511,555,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4236,2011-06-30,Fall,2011,6,9,0,4,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.2239,33,227,260,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4237,2011-06-30,Fall,2011,6,10,0,4,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.42,0.194,35,97,132,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4238,2011-06-30,Fall,2011,6,11,0,4,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.37,0.1343,47,122,169,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Morning
4239,2011-06-30,Fall,2011,6,12,0,4,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.35,0.1642,50,183,233,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Afternoon
4240,2011-06-30,Fall,2011,6,13,0,4,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.33,0.194,70,162,232,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Afternoon
4241,2011-06-30,Fall,2011,6,14,0,4,Working Day,Clear/Partly Cloudy,0.78,0.6818,0.31,0.194,46,117,163,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Afternoon
4242,2011-06-30,Fall,2011,6,15,0,4,Working Day,Clear/Partly Cloudy,0.78,0.6667,0.25,0.2537,64,176,240,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Afternoon
4243,2011-06-30,Fall,2011,6,16,0,4,Working Day,Clear/Partly Cloudy,0.8,0.697,0.26,0.1343,63,260,323,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Afternoon
4244,2011-06-30,Fall,2011,6,17,0,4,Working Day,Clear/Partly Cloudy,0.78,0.6818,0.27,0.3582,98,496,594,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Evening
4245,2011-06-30,Fall,2011,6,18,0,4,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.29,0.2537,114,472,586,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Evening
4246,2011-06-30,Fall,2011,6,19,0,4,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.33,0.194,89,366,455,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Evening
4247,2011-06-30,Fall,2011,6,20,0,4,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.33,0.194,55,285,340,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Evening
4248,2011-06-30,Fall,2011,6,21,0,4,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.37,0.1045,81,242,323,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4249,2011-06-30,Fall,2011,6,22,0,4,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.1642,43,164,207,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4250,2011-06-30,Fall,2011,6,23,0,4,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.5,0.0,27,99,126,181,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Night
4251,2011-07-01,Fall,2011,7,0,0,5,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.5,0.0,20,48,68,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4252,2011-07-01,Fall,2011,7,1,0,5,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.5,0.0,15,16,31,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4253,2011-07-01,Fall,2011,7,2,0,5,Working Day,Clear/Partly Cloudy,0.62,0.6061,0.69,0.0,6,7,13,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4254,2011-07-01,Fall,2011,7,3,0,5,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.53,0.0,5,6,11,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4255,2011-07-01,Fall,2011,7,4,0,5,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.57,0.0,1,5,6,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4256,2011-07-01,Fall,2011,7,5,0,5,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.64,0.1343,3,27,30,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4257,2011-07-01,Fall,2011,7,6,0,5,Working Day,Clear/Partly Cloudy,0.62,0.6061,0.61,0.1343,11,97,108,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4258,2011-07-01,Fall,2011,7,7,0,5,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.54,0.1045,25,218,243,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4259,2011-07-01,Fall,2011,7,8,0,5,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.1642,39,453,492,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4260,2011-07-01,Fall,2011,7,9,0,5,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.35,0.1642,58,202,260,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4261,2011-07-01,Fall,2011,7,10,0,5,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.33,0.1642,61,109,170,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4262,2011-07-01,Fall,2011,7,11,0,5,Working Day,Clear/Partly Cloudy,0.8,0.697,0.26,0.0,68,146,214,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Morning
4263,2011-07-01,Fall,2011,7,12,0,5,Working Day,Clear/Partly Cloudy,0.8,0.697,0.26,0.0,83,180,263,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Afternoon
4264,2011-07-01,Fall,2011,7,13,0,5,Working Day,Clear/Partly Cloudy,0.8,0.6818,0.24,0.0,83,209,292,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Afternoon
4265,2011-07-01,Fall,2011,7,14,0,5,Working Day,Clear/Partly Cloudy,0.82,0.697,0.23,0.194,78,225,303,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Afternoon
4266,2011-07-01,Fall,2011,7,15,0,5,Working Day,Clear/Partly Cloudy,0.82,0.697,0.21,0.2537,82,299,381,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Afternoon
4267,2011-07-01,Fall,2011,7,16,0,5,Working Day,Clear/Partly Cloudy,0.82,0.697,0.17,0.0,85,342,427,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Afternoon
4268,2011-07-01,Fall,2011,7,17,0,5,Working Day,Clear/Partly Cloudy,0.82,0.697,0.21,0.194,99,362,461,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Evening
4269,2011-07-01,Fall,2011,7,18,0,5,Working Day,Clear/Partly Cloudy,0.8,0.6818,0.24,0.2537,98,324,422,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Evening
4270,2011-07-01,Fall,2011,7,19,0,5,Working Day,Clear/Partly Cloudy,0.78,0.6667,0.25,0.194,80,238,318,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Evening
4271,2011-07-01,Fall,2011,7,20,0,5,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.42,0.2239,84,185,269,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Evening
4272,2011-07-01,Fall,2011,7,21,0,5,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.45,0.194,69,149,218,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4273,2011-07-01,Fall,2011,7,22,0,5,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.0,49,173,222,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4274,2011-07-01,Fall,2011,7,23,0,5,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.47,0.0896,44,96,140,182,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Night
4275,2011-07-02,Fall,2011,7,0,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.68,0.6364,0.47,0.0896,31,84,115,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4276,2011-07-02,Fall,2011,7,1,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.66,0.6212,0.54,0.0,20,58,78,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4277,2011-07-02,Fall,2011,7,2,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.6212,0.53,0.0,9,43,52,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4278,2011-07-02,Fall,2011,7,3,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.6212,0.53,0.0,5,21,26,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4279,2011-07-02,Fall,2011,7,4,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.62,0.6061,0.61,0.0,3,8,11,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4280,2011-07-02,Fall,2011,7,5,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.58,0.5455,0.73,0.1045,1,13,14,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4281,2011-07-02,Fall,2011,7,6,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.62,0.6061,0.69,0.1045,11,21,32,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4282,2011-07-02,Fall,2011,7,7,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.6061,0.65,0.0,10,35,45,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4283,2011-07-02,Fall,2011,7,8,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.68,0.6364,0.57,0.0,38,94,132,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4284,2011-07-02,Fall,2011,7,9,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.74,0.6667,0.51,0.0896,55,124,179,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4285,2011-07-02,Fall,2011,7,10,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7121,0.36,0.0,103,168,271,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4286,2011-07-02,Fall,2011,7,11,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7121,0.36,0.0896,144,213,357,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Morning
4287,2011-07-02,Fall,2011,7,12,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.82,0.7121,0.3,0.1343,142,232,374,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Afternoon
4288,2011-07-02,Fall,2011,7,13,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.82,0.7121,0.3,0.1045,178,226,404,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Afternoon
4289,2011-07-02,Fall,2011,7,14,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.84,0.7121,0.2,0.0,177,215,392,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Afternoon
4290,2011-07-02,Fall,2011,7,15,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.86,0.7273,0.19,0.1642,168,163,331,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Afternoon
4291,2011-07-02,Fall,2011,7,16,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.88,0.7424,0.22,0.2239,206,192,398,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Afternoon
4292,2011-07-02,Fall,2011,7,17,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.84,0.7273,0.3,0.2239,179,170,349,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Evening
4293,2011-07-02,Fall,2011,7,18,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.82,0.7121,0.3,0.2836,193,190,383,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Evening
4294,2011-07-02,Fall,2011,7,19,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.697,0.33,0.2239,156,149,305,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Evening
4295,2011-07-02,Fall,2011,7,20,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.76,0.6818,0.45,0.2836,136,148,284,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Evening
4296,2011-07-02,Fall,2011,7,21,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.74,0.6667,0.48,0.194,95,137,232,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4297,2011-07-02,Fall,2011,7,22,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.72,0.6667,0.51,0.1642,78,123,201,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4298,2011-07-02,Fall,2011,7,23,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.72,0.6667,0.54,0.2836,66,88,154,183,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Night
4299,2011-07-03,Fall,2011,7,0,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.7,0.6515,0.58,0.2239,47,97,144,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4300,2011-07-03,Fall,2011,7,1,0,0,Holiday/Weekend,Misty/Cloudy,0.7,0.6515,0.61,0.1642,23,55,78,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4301,2011-07-03,Fall,2011,7,2,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.7,0.6515,0.58,0.194,19,50,69,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4302,2011-07-03,Fall,2011,7,3,0,0,Holiday/Weekend,Light Snow/Rain,0.68,0.6364,0.65,0.0896,8,25,33,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4303,2011-07-03,Fall,2011,7,4,0,0,Holiday/Weekend,Light Snow/Rain,0.68,0.6364,0.65,0.0896,3,2,5,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4304,2011-07-03,Fall,2011,7,5,0,0,Holiday/Weekend,Light Snow/Rain,0.62,0.5758,0.83,0.194,0,1,1,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4305,2011-07-03,Fall,2011,7,6,0,0,Holiday/Weekend,Misty/Cloudy,0.62,0.5455,0.94,0.0896,0,3,3,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4306,2011-07-03,Fall,2011,7,7,0,0,Holiday/Weekend,Misty/Cloudy,0.64,0.5758,0.89,0.194,3,22,25,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4307,2011-07-03,Fall,2011,7,8,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.68,0.6364,0.79,0.2239,39,53,92,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4308,2011-07-03,Fall,2011,7,9,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.7,0.6667,0.74,0.2537,82,99,181,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4309,2011-07-03,Fall,2011,7,10,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.74,0.697,0.66,0.1642,131,133,264,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4310,2011-07-03,Fall,2011,7,11,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.76,0.7121,0.62,0.1045,215,175,390,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Morning
4311,2011-07-03,Fall,2011,7,12,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7576,0.55,0.1045,198,206,404,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Afternoon
4312,2011-07-03,Fall,2011,7,13,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7727,0.59,0.2239,248,173,421,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Afternoon
4313,2011-07-03,Fall,2011,7,14,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.82,0.7879,0.56,0.2537,225,150,375,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Afternoon
4314,2011-07-03,Fall,2011,7,15,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.84,0.803,0.53,0.2985,194,182,376,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Afternoon
4315,2011-07-03,Fall,2011,7,16,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.84,0.803,0.53,0.2985,195,219,414,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Afternoon
4316,2011-07-03,Fall,2011,7,17,0,0,Holiday/Weekend,Light Snow/Rain,0.8,0.7424,0.49,0.8507,181,177,358,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Evening
4317,2011-07-03,Fall,2011,7,18,0,0,Holiday/Weekend,Light Snow/Rain,0.8,0.7424,0.49,0.8507,74,107,181,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Evening
4318,2011-07-03,Fall,2011,7,19,0,0,Holiday/Weekend,Misty/Cloudy,0.66,0.6061,0.83,0.194,100,83,183,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Evening
4319,2011-07-03,Fall,2011,7,20,0,0,Holiday/Weekend,Light Snow/Rain,0.66,0.6061,0.83,0.0,83,93,176,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Evening
4320,2011-07-03,Fall,2011,7,21,0,0,Holiday/Weekend,Misty/Cloudy,0.66,0.6061,0.83,0.1642,75,92,167,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4321,2011-07-03,Fall,2011,7,22,0,0,Holiday/Weekend,Misty/Cloudy,0.66,0.6061,0.78,0.1045,69,93,162,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4322,2011-07-03,Fall,2011,7,23,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.5758,0.83,0.1642,70,77,147,184,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Night
4323,2011-07-04,Fall,2011,7,0,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.5758,0.83,0.1343,63,77,140,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4324,2011-07-04,Fall,2011,7,1,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.5758,0.83,0.0896,43,76,119,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4325,2011-07-04,Fall,2011,7,2,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.5758,0.83,0.0,33,30,63,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4326,2011-07-04,Fall,2011,7,3,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.5909,0.78,0.0,13,13,26,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4327,2011-07-04,Fall,2011,7,4,1,1,Holiday/Weekend,Misty/Cloudy,0.66,0.6061,0.78,0.0896,8,4,12,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4328,2011-07-04,Fall,2011,7,5,1,1,Holiday/Weekend,Misty/Cloudy,0.64,0.5758,0.83,0.1343,1,3,4,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4329,2011-07-04,Fall,2011,7,6,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,5,11,16,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4330,2011-07-04,Fall,2011,7,7,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1343,17,19,36,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4331,2011-07-04,Fall,2011,7,8,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.7,0.6667,0.74,0.1045,42,44,86,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4332,2011-07-04,Fall,2011,7,9,1,1,Holiday/Weekend,Misty/Cloudy,0.72,0.6818,0.66,0.0896,142,96,238,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4333,2011-07-04,Fall,2011,7,10,1,1,Holiday/Weekend,Misty/Cloudy,0.76,0.697,0.55,0.0896,166,114,280,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4334,2011-07-04,Fall,2011,7,11,1,1,Holiday/Weekend,Misty/Cloudy,0.76,0.697,0.55,0.0896,177,172,349,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Morning
4335,2011-07-04,Fall,2011,7,12,1,1,Holiday/Weekend,Misty/Cloudy,0.78,0.7121,0.52,0.0,237,210,447,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Afternoon
4336,2011-07-04,Fall,2011,7,13,1,1,Holiday/Weekend,Misty/Cloudy,0.78,0.7121,0.49,0.0,242,181,423,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Afternoon
4337,2011-07-04,Fall,2011,7,14,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7273,0.46,0.0,235,173,408,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Afternoon
4338,2011-07-04,Fall,2011,7,15,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.82,0.7424,0.43,0.0896,224,184,408,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Afternoon
4339,2011-07-04,Fall,2011,7,16,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.82,0.7424,0.41,0.0,236,216,452,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Afternoon
4340,2011-07-04,Fall,2011,7,17,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7273,0.46,0.0,240,196,436,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Evening
4341,2011-07-04,Fall,2011,7,18,1,1,Holiday/Weekend,Clear/Partly Cloudy,0.8,0.7273,0.46,0.1343,222,196,418,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Evening
4342,2011-07-04,Fall,2011,7,19,1,1,Holiday/Weekend,Misty/Cloudy,0.78,0.7121,0.49,0.1642,170,205,375,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Evening
4343,2011-07-04,Fall,2011,7,20,1,1,Holiday/Weekend,Misty/Cloudy,0.76,0.697,0.55,0.1045,195,191,386,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Evening
4344,2011-07-04,Fall,2011,7,21,1,1,Holiday/Weekend,Misty/Cloudy,0.74,0.6818,0.62,0.1045,195,262,457,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4345,2011-07-04,Fall,2011,7,22,1,1,Holiday/Weekend,Misty/Cloudy,0.74,0.6818,0.62,0.1343,115,211,326,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4346,2011-07-04,Fall,2011,7,23,1,1,Holiday/Weekend,Misty/Cloudy,0.72,0.6818,0.7,0.1045,44,94,138,185,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Night
4347,2011-07-05,Fall,2011,7,0,0,2,Working Day,Misty/Cloudy,0.7,0.6515,0.65,0.1642,19,36,55,186,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Night
4348,2011-07-05,Fall,2011,7,1,0,2,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.65,0.1045,15,24,39,186,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Night
4349,2011-07-05,Fall,2011,7,2,0,2,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.74,0.0896,8,5,13,186,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Night
4350,2011-07-05,Fall,2011,7,3,0,2,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.74,0.2239,1,7,8,186,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Night
